creative,party,ad_issue,cycle,ad_purpose,ad_tone
PRES/RWBFUND BOLD PLAN,republican,Government Spending,2012,policy,contrast
PRES/RWBFUND MEET,republican,Government Spending,2012,policy,contrast
PRES/RWBFUND OBAMA,republican,Government Spending,2012,policy,contrast
PRES/RWBFUND TRUST,republican,Government Spending,2012,both,contrast
PRES/RWBFUND TRUST REV,republican,Government Spending,2012,both,promote
PRES/RWBFUND VALUES,republican,Government Spending,2012,both,promote
PRES/RWBFUND VITAL DECISIONS,republican,Government Spending,2012,policy,contrast
PRES/SANTORUM MADE IN THE USA REV,republican,Government Spending,2012,policy,promote
PRES/SANTORUM SAY WHAT,republican,Government Spending,2012,policy,attack
PRES/SECUREAMERICANOW AMERICA FACES DANGEROUS THREATS,republican,Government Spending,2012,both,attack
PRES/SEIU PAST PRESENT AND FUTURE SP,democrat,Government Spending,2012,both,attack
PRES/SEIU VOTEMOS SP 60,democrat,Government Spending,2012,both,attack
PRES/SEIU&PRIORITIESUSA MEDICARE SP,democrat,Government Spending,2012,policy,attack
PRES/WINFUTURE ONLY ONE,republican,Government Spending,2012,policy,promote
PRES/AFF DELPHI 60,republican,Recession/Economic Stimulus,2012,policy,attack
PRES/AFF THE REAL STATE OF THE UNION 60,republican,Recession/Economic Stimulus,2012,policy,attack
PRES/AFP WASTEFUL SPENDING 60,republican,Recession/Economic Stimulus,2012,policy,attack
PRES/AFSCME ROMNEY'S WORLD,democrat,Recession/Economic Stimulus,2012,policy,attack
PRES/AJS RUNNING,republican,Recession/Economic Stimulus,2012,policy,attack
PRES/AMERICANBRIDGE ROMNOPOLY 60,democrat,Recession/Economic Stimulus,2012,personal,attack
PRES/AMERICANCROSSROADS ACROSS THE AISLE,republican,Recession/Economic Stimulus,2012,policy,contrast
PRES/AMERICANCROSSROADS ACTUALLY HAPPENED,republican,Recession/Economic Stimulus,2012,policy,attack
PRES/AMERICANCROSSROADS BOW,republican,Recession/Economic Stimulus,2012,policy,attack
PRES/AMERICANCROSSROADS LOSING GROUND,republican,Recession/Economic Stimulus,2012,policy,contrast
PRES/AMERICANCROSSROADS NO THANKS,republican,Recession/Economic Stimulus,2012,policy,attack
PRES/BACHMANN WATERLOO,republican,Recession/Economic Stimulus,2012,both,promote
PRES/CROSSROADSGPS BASKETBALL 60,republican,Recession/Economic Stimulus,2012,policy,attack
PRES/CROSSROADSGPS CUT THE DEBT,republican,Recession/Economic Stimulus,2012,policy,attack
PRES/CROSSROADSGPS SHOVEL READY,republican,Recession/Economic Stimulus,2012,policy,attack
PRES/CROSSROADSGPS THREAD,republican,Recession/Economic Stimulus,2012,policy,attack
PRES/CROSSROADSGPS WAKE UP,republican,Recession/Economic Stimulus,2012,policy,attack
PRES/CROSSROADSGPS WAKE UP 60,republican,Recession/Economic Stimulus,2012,policy,attack
PRES/CROSSROADSGPS WAKE UP SP 60,republican,Recession/Economic Stimulus,2012,policy,attack
PRES/CROSSROADSGPS WORST,republican,Recession/Economic Stimulus,2012,policy,attack
PRES/LETFREEDOMRING MISSING WORKERS 60,republican,Recession/Economic Stimulus,2012,policy,attack
PRES/OBAMA COLLAPSE,democrat,Recession/Economic Stimulus,2012,both,attack
PRES/OBAMA JOBS,democrat,Recession/Economic Stimulus,2012,policy,promote
PRES/OBAMA MADE IN AMERICA,democrat,Recession/Economic Stimulus,2012,policy,contrast
PRES/OBAMA REVERSE,democrat,Recession/Economic Stimulus,2012,policy,promote
PRES/OBAMA SOLID,democrat,Recession/Economic Stimulus,2012,personal,promote
PRES/OBAMA THE QUESTION 60,democrat,Recession/Economic Stimulus,2012,policy,contrast
PRES/OBAMA WHAT HE SAID,democrat,Recession/Economic Stimulus,2012,policy,contrast
PRES/PAUL THREE OF A KIND 60,republican,Recession/Economic Stimulus,2012,policy,contrast
PRES/PAUL WASHINGTON MACHINE,republican,Recession/Economic Stimulus,2012,policy,contrast
PRES/PERRY PART-TIME CONGRESS,republican,Recession/Economic Stimulus,2012,policy,contrast
PRES/RESTOREOURFUTURE DEBATE,republican,Recession/Economic Stimulus,2012,policy,contrast
PRES/RESTOREOURFUTURE KINDERGARTEN,republican,Recession/Economic Stimulus,2012,policy,attack
PRES/RESTOREOURFUTURE SMALL BUSINESS,republican,Recession/Economic Stimulus,2012,both,attack
PRES/RESTOREOURFUTURE SMILING 60,republican,Recession/Economic Stimulus,2012,both,attack
PRES/RNC CHANGE DIRECTION,republican,Recession/Economic Stimulus,2012,policy,attack
PRES/RNC GOLDEN,republican,Recession/Economic Stimulus,2012,policy,attack
PRES/RNC MILLIONS,republican,Recession/Economic Stimulus,2012,policy,attack
PRES/RNC WHERE DID ALL THE MONEY GO,republican,Recession/Economic Stimulus,2012,policy,attack
PRES/RNC&ROMNEY WHERE DID ALL THE MONEY GO,republican,Recession/Economic Stimulus,2012,policy,attack
PRES/ROMNEY DO MORE,republican,Recession/Economic Stimulus,2012,policy,contrast
PRES/ROMNEY WHERE DID ALL THE MONEY GO,republican,Recession/Economic Stimulus,2012,policy,attack
PRES/RWBFUND MEET,republican,Recession/Economic Stimulus,2012,policy,contrast
PRES/SANTARITA BAILOUT,republican,Recession/Economic Stimulus,2012,policy,contrast
PRES/SANTARITA WHERE ARE YOU,republican,Recession/Economic Stimulus,2012,both,promote
PRES/SANTORUM EASY ANSWER,republican,Recession/Economic Stimulus,2012,policy,contrast
PRES/SUPERPAC THE CASE AGAINST OBAMA 60,republican,Recession/Economic Stimulus,2012,policy,attack
PRES/WINNINGFREEDOM WHAT WILL IT TAKE 60,republican,Recession/Economic Stimulus,2012,policy,contrast
PRES/MAKEUSGREATAGAIN CONSERVATIVE,republican,Farming,2012,both,promote
PRES/PERRY VALUES,republican,Farming,2012,personal,promote
PRES/ROMNEY A BETTER FUTURE IA OVERREGULATION,republican,Farming,2012,both,contrast
PRES/AFF A NEW PATH 60,republican,Business,2012,policy,promote
PRES/AFF JUSTICE FOR SALE 60,republican,Business,2012,both,attack
PRES/AMERICANCROSSROADS NO THANKS,republican,Business,2012,policy,attack
PRES/AMERICANCROSSROADS THE PROBLEM,republican,Business,2012,policy,attack
PRES/DNC GET GOING,democrat,Business,2012,policy,promote
PRES/GINGRICH MAIN STREET,republican,Business,2012,policy,promote
PRES/GINGRICH REBUILDING THE AMERICA WE LOVE 60 REV,republican,Business,2012,unclear,promote
PRES/LOCALVOICES ED 60,democrat,Business,2012,policy,promote
PRES/OBAMA DE ESO NADA SP,democrat,Business,2012,policy,contrast
PRES/OBAMA FRIEND OF COAL,democrat,Business,2012,policy,attack
PRES/OBAMA JOBS,democrat,Business,2012,policy,promote
PRES/OBAMA STEEL 120,democrat,Business,2012,personal,attack
PRES/OBAMA STEEL 60,democrat,Business,2012,policy,attack
PRES/OBAMA TABLE 120,democrat,Business,2012,policy,contrast
PRES/OBAMA TOUGH LUCK,democrat,Business,2012,both,attack
PRES/OBAMA WE'VE HEARD IT ALL BEFORE 60,democrat,Business,2012,both,attack
PRES/OURDESTINY SOMEONE,republican,Business,2012,both,promote
PRES/PERRY PROBLEM SOLUTION,republican,Business,2012,policy,contrast
PRES/PETERFFY AMERICAN DREAM 60,republican,Business,2012,policy,promote
PRES/PRIORITIESUSA BRIEFCASE,democrat,Business,2012,personal,attack
PRES/RESTOREOURFUTURE SMALL BUSINESS,republican,Business,2012,both,attack
PRES/RJC BERNIE 60,republican,Business,2012,policy,attack
PRES/RNC CHANGE DIRECTION 60,republican,Business,2012,policy,attack
PRES/RNC&ROMNEY BELIEVE IN OUR FUTURE,republican,Business,2012,both,promote
PRES/RNC&ROMNEY BELIEVE IN OUR FUTURE 60,republican,Business,2012,both,promote
PRES/RNC&ROMNEY THESE HANDS,republican,Business,2012,policy,attack
PRES/ROMNEY 12 MILLION JOBS,republican,Business,2012,policy,promote
PRES/ROMNEY A BETTER FUTURE IA OVERREGULATION,republican,Business,2012,both,contrast
PRES/ROMNEY A BETTER FUTURE NV,republican,Business,2012,policy,contrast
PRES/ROMNEY BRIGHT FUTURE,republican,Business,2012,policy,promote
PRES/ROMNEY FIRST 100 DAYS OH,republican,Business,2012,policy,promote
PRES/ROMNEY HISPANIC COMMUNITY SP,republican,Business,2012,policy,promote
PRES/ROMNEY NEVER 3,republican,Business,2012,policy,contrast
PRES/ROMNEY RIGHT TO WORK SC,republican,Business,2012,policy,contrast
PRES/ROMNEY THE RIGHT ANSWER,republican,Business,2012,policy,promote
PRES/ROMNEY THE RIGHT ANSWER IOWA,republican,Business,2012,policy,promote
PRES/ROMNEY THE ROMNEY PLAN,republican,Business,2012,policy,promote
PRES/ROMNEY THESE HANDS,republican,Business,2012,policy,attack
PRES/AFF DELPHI 60,republican,Union,2012,policy,attack
PRES/MARTIN SOUTH CAROLINA,republican,Union,2012,policy,attack
PRES/PAUL BETRAYAL 60,republican,Union,2012,both,attack
PRES/PAWLENTY QUESTION,republican,Union,2012,policy,promote
PRES/PAWLENTY RESULTS NOT RHETORIC,republican,Union,2012,policy,promote
PRES/PAWLENTY THE AMERICAN COMEBACK,republican,Union,2012,both,promote
PRES/ROMNEY GROWING UP,republican,Union,2012,both,contrast
PRES/ROMNEY RIGHT TO WORK SC,republican,Union,2012,policy,contrast
PRES/999FUND VINDICATING HERMAN CAIN,republican,Employment/Jobs,2012,personal,promote
PRES/AEA STAND WITH COAL,republican,Employment/Jobs,2012,policy,attack
PRES/AFF A NEW PATH 60,republican,Employment/Jobs,2012,policy,promote
PRES/AFF AMERICA'S WOMEN,republican,Employment/Jobs,2012,policy,promote
PRES/AFF FOUR YEARS,republican,Employment/Jobs,2012,unclear,attack
PRES/AFF PROMISES,republican,Employment/Jobs,2012,personal,attack
PRES/AFF THE REAL STATE OF THE UNION 60,republican,Employment/Jobs,2012,policy,attack
PRES/AFP DOING FINE,republican,Employment/Jobs,2012,policy,attack
PRES/AFP FIGHTING FOR RE-ELECTION,republican,Employment/Jobs,2012,both,attack
PRES/AFP HAPPY 101ST BIRTHDAY PRESIDENT REAGAN 60,republican,Employment/Jobs,2012,policy,attack
PRES/AFP HAS PRESIDENT OBAMA EARNED YOUR VOTE,republican,Employment/Jobs,2012,both,attack
PRES/AFP LEADERSHIP FAILURE,republican,Employment/Jobs,2012,policy,attack
PRES/AFP NOT A TAX INCREASE,republican,Employment/Jobs,2012,policy,attack
PRES/AFP OBAMA SACRIFICES PAWNS FOR POLITICS 60,republican,Employment/Jobs,2012,policy,attack
PRES/AFP WASTEFUL SPENDING 60,republican,Employment/Jobs,2012,policy,attack
PRES/AFSCME ROMNEY'S WORLD,democrat,Employment/Jobs,2012,policy,attack
PRES/AJS RUNNING,republican,Employment/Jobs,2012,policy,attack
PRES/AMERICANBRIDGE ROMNOPOLY 60,democrat,Employment/Jobs,2012,personal,attack
PRES/AMERICANCROSSROADS ACROSS THE AISLE,republican,Employment/Jobs,2012,policy,contrast
PRES/AMERICANCROSSROADS ACTUALLY HAPPENED,republican,Employment/Jobs,2012,policy,attack
PRES/AMERICANCROSSROADS AT STAKE,republican,Employment/Jobs,2012,policy,contrast
PRES/AMERICANCROSSROADS BOW,republican,Employment/Jobs,2012,policy,attack
PRES/AMERICANCROSSROADS DEBATE,republican,Employment/Jobs,2012,policy,attack
PRES/AMERICANCROSSROADS DON'T,republican,Employment/Jobs,2012,policy,attack
PRES/AMERICANCROSSROADS FORWARD,republican,Employment/Jobs,2012,policy,attack
PRES/AMERICANCROSSROADS LOSING GROUND,republican,Employment/Jobs,2012,policy,contrast
PRES/AMERICANCROSSROADS NO THANKS,republican,Employment/Jobs,2012,policy,attack
PRES/AMERICANCROSSROADS SACK IT,republican,Employment/Jobs,2012,policy,attack
PRES/AMERICANCROSSROADS SMOKE,republican,Employment/Jobs,2012,policy,attack
PRES/AMERICANCROSSROADS SURVIVE,republican,Employment/Jobs,2012,policy,attack
PRES/AMERICANCROSSROADS THE PROBLEM,republican,Employment/Jobs,2012,policy,attack
PRES/AMERICANJOBS COMMITTED CONSERVATIVE,republican,Employment/Jobs,2012,both,contrast
PRES/BACHMANN AMERICA'S IRON LADY,republican,Employment/Jobs,2012,policy,promote
PRES/CFWA ROMNEY MAN WITH A PLAN,republican,Employment/Jobs,2012,both,promote
PRES/CFWA WHO CAN STOP OBAMA,republican,Employment/Jobs,2012,both,contrast
PRES/CROSSROADSGPS BASKETBALL,republican,Employment/Jobs,2012,both,attack
PRES/CROSSROADSGPS BASKETBALL 60,republican,Employment/Jobs,2012,policy,attack
PRES/CROSSROADSGPS BUNCH OF CASH,republican,Employment/Jobs,2012,policy,attack
PRES/CROSSROADSGPS BUNCH OF CASH SP,republican,Employment/Jobs,2012,policy,attack
PRES/CROSSROADSGPS CUT THE DEBT,republican,Employment/Jobs,2012,policy,attack
PRES/CROSSROADSGPS DISHONEST ON TAXES,republican,Employment/Jobs,2012,policy,contrast
PRES/CROSSROADSGPS EXCUSES,republican,Employment/Jobs,2012,both,attack
PRES/CROSSROADSGPS SHOVEL READY,republican,Employment/Jobs,2012,policy,attack
PRES/CROSSROADSGPS THIS WAY,republican,Employment/Jobs,2012,policy,attack
PRES/CROSSROADSGPS THREAD,republican,Employment/Jobs,2012,policy,attack
PRES/CROSSROADSGPS TYPICAL,republican,Employment/Jobs,2012,policy,attack
PRES/CROSSROADSGPS WAKE UP,republican,Employment/Jobs,2012,policy,attack
PRES/CROSSROADSGPS WAKE UP 60,republican,Employment/Jobs,2012,policy,attack
PRES/CROSSROADSGPS WAKE UP SP 60,republican,Employment/Jobs,2012,policy,attack
PRES/CROSSROADSGPS WORST,republican,Employment/Jobs,2012,policy,attack
PRES/DEFEATOBAMA THE REAL WAR ON WOMEN 60,republican,Employment/Jobs,2012,policy,attack
PRES/DEFEATOBAMA TIME TO PUT THE ADULTS BACK IN CHARGE OF AMERICA,republican,Employment/Jobs,2012,personal,attack
PRES/DEJEAN AMERICA IS BLEEDING 60,democrat,Employment/Jobs,2012,both,promote
PRES/DEJEAN BILL CLINTON AD,republican,Employment/Jobs,2012,policy,attack
PRES/DEJEAN JOB CREATION,democrat,Employment/Jobs,2012,policy,promote
PRES/DNC 14 MONTHS,democrat,Employment/Jobs,2012,policy,promote
PRES/DNC 14 MONTHS REV,democrat,Employment/Jobs,2012,policy,promote
PRES/DNC DIFFICULT DECISIONS SP,democrat,Employment/Jobs,2012,policy,attack
PRES/DNC GET GOING,democrat,Employment/Jobs,2012,policy,promote
PRES/DNC GET TO WORK COLORADO SP,democrat,Employment/Jobs,2012,policy,promote
PRES/DNC PLAN DE TRABAJOS SP,democrat,Employment/Jobs,2012,policy,promote
PRES/DNC PUT VETERANS TO WORK,democrat,Employment/Jobs,2012,policy,promote
PRES/DNC THEY ALWAYS SAY NO SP,democrat,Employment/Jobs,2012,policy,promote
PRES/DNC&OBAMA THE CHOICE 60,democrat,Employment/Jobs,2012,policy,contrast
PRES/EJ A GREENER ECONOMY,democrat,Employment/Jobs,2012,policy,promote
PRES/ENDINGSPENDING IF NOT NOW WHEN,republican,Employment/Jobs,2012,policy,attack
PRES/ENDINGSPENDING IF NOT NOW WHEN 2,republican,Employment/Jobs,2012,policy,attack
PRES/ENDINGSPENDING THIS TIME,republican,Employment/Jobs,2012,policy,contrast
PRES/ENDINGSPENDING WHY I CHANGED MY VOTE PART ONE 60,republican,Employment/Jobs,2012,policy,attack
PRES/GINGRICH JUNTOS SP,republican,Employment/Jobs,2012,policy,promote
PRES/GINGRICH MAIN STREET,republican,Employment/Jobs,2012,policy,promote
PRES/GINGRICH REBUILD,republican,Employment/Jobs,2012,policy,promote
PRES/GINGRICH REBUILDING THE AMERICA WE LOVE 60,republican,Employment/Jobs,2012,policy,promote
PRES/GINGRICH REBUILDING THE AMERICA WE LOVE 60 REV,republican,Employment/Jobs,2012,unclear,promote
PRES/GINGRICH THE MOMENT,republican,Employment/Jobs,2012,policy,promote
PRES/GINGRICH TIMID VS BOLD,republican,Employment/Jobs,2012,both,contrast
PRES/GINGRICH TRUST,republican,Employment/Jobs,2012,policy,contrast
PRES/GINGRICH WE DESERVE SOLUTIONS,republican,Employment/Jobs,2012,policy,promote
PRES/GINGRICH WINNING THE ARGUMENT,republican,Employment/Jobs,2012,both,promote
PRES/HLF OPORTUNIDADES DE TRABAJO SP,republican,Employment/Jobs,2012,policy,promote
PRES/HLF OPORTUNIDADES PARA FAMILIA SP,republican,Employment/Jobs,2012,policy,promote
PRES/HLF VALORES SP,republican,Employment/Jobs,2012,both,contrast
PRES/HUNTSMAN ONLY ONE,republican,Employment/Jobs,2012,policy,promote
PRES/KARGER FED UP MICHIGAN,republican,Employment/Jobs,2012,policy,contrast
PRES/KARGER JOBS NOW 60,republican,Employment/Jobs,2012,policy,promote
PRES/KARGER LET'S MAKE HISTORY,republican,Employment/Jobs,2012,both,promote
PRES/LCV WIND,democrat,Employment/Jobs,2012,both,attack
PRES/LETFREEDOMRING MISSING WORKERS 60,republican,Employment/Jobs,2012,policy,attack
PRES/LOCALVOICES BARCLAY 60,democrat,Employment/Jobs,2012,policy,contrast
PRES/MAKEUSGREATAGAIN CONSERVATIVE,republican,Employment/Jobs,2012,both,promote
PRES/MAKEUSGREATAGAIN ELITES,republican,Employment/Jobs,2012,policy,contrast
PRES/MAKEUSGREATAGAIN LEADERSHIP,republican,Employment/Jobs,2012,both,promote
PRES/MAKEUSGREATAGAIN NEWSREEL,republican,Employment/Jobs,2012,policy,contrast
PRES/MOVEON RAFALCA ROMNEY,democrat,Employment/Jobs,2012,policy,attack
PRES/MOVEON THANK YOU FOR THE JOB MITT ROMNEY,democrat,Employment/Jobs,2012,policy,attack
PRES/NEXTGEN STOP OBAMA,republican,Employment/Jobs,2012,policy,contrast
PRES/NUMBERSUSA ENGINEERS,republican,Employment/Jobs,2012,policy,attack
PRES/OBAMA BELIEVE,democrat,Employment/Jobs,2012,policy,contrast
PRES/OBAMA BRIAN FROM OHIO,democrat,Employment/Jobs,2012,policy,promote
PRES/OBAMA BUSINESS EXPERIENCE,democrat,Employment/Jobs,2012,both,attack
PRES/OBAMA CHALLENGES,democrat,Employment/Jobs,2012,policy,promote
PRES/OBAMA CHARACTER,democrat,Employment/Jobs,2012,both,promote
PRES/OBAMA CLEAR CHOICE,democrat,Employment/Jobs,2012,policy,promote
PRES/OBAMA COLLAPSE,democrat,Employment/Jobs,2012,both,attack
PRES/OBAMA COME AND GO,democrat,Employment/Jobs,2012,policy,attack
PRES/OBAMA COMEBACK OH,democrat,Employment/Jobs,2012,policy,contrast
PRES/OBAMA CRISTINA SARALEGUI ECONOMY SP,democrat,Employment/Jobs,2012,policy,promote
PRES/OBAMA CYNICAL,democrat,Employment/Jobs,2012,policy,attack
PRES/OBAMA DANIELLA URBINA SP 2,democrat,Employment/Jobs,2012,policy,promote
PRES/OBAMA DE ESO NADA SP,democrat,Employment/Jobs,2012,policy,contrast
PRES/OBAMA DECISION CLARA SP,democrat,Employment/Jobs,2012,policy,promote
PRES/OBAMA DETERMINATION 60,democrat,Employment/Jobs,2012,policy,promote
PRES/OBAMA ELENA VIDAL MCCULLOUGH SP 2,democrat,Employment/Jobs,2012,both,promote
PRES/OBAMA ERNESTO APREZA SP 2,democrat,Employment/Jobs,2012,policy,promote
PRES/OBAMA FRIEND OF COAL,democrat,Employment/Jobs,2012,policy,attack
PRES/OBAMA GO 60,democrat,Employment/Jobs,2012,policy,promote
PRES/OBAMA GOTTA VOTE,democrat,Employment/Jobs,2012,policy,contrast
PRES/OBAMA GOVERNOR LYNCH,democrat,Employment/Jobs,2012,both,promote
PRES/OBAMA HE'S GOT IT RIGHT,democrat,Employment/Jobs,2012,policy,promote
PRES/OBAMA JOBS,democrat,Employment/Jobs,2012,policy,promote
PRES/OBAMA LOOKING,democrat,Employment/Jobs,2012,both,attack
PRES/OBAMA LYNNETTE ACOSTA SP,democrat,Employment/Jobs,2012,policy,promote
PRES/OBAMA MADE IN AMERICA,democrat,Employment/Jobs,2012,policy,contrast
PRES/OBAMA MADE IN OHIO,democrat,Employment/Jobs,2012,policy,contrast
PRES/OBAMA MAIN STREET,democrat,Employment/Jobs,2012,policy,promote
PRES/OBAMA NUMBER ONE,democrat,Employment/Jobs,2012,policy,attack
PRES/OBAMA QUE SIGNIFICARIA SP,democrat,Employment/Jobs,2012,policy,attack
PRES/OBAMA REVEALED OH,democrat,Employment/Jobs,2012,policy,attack
PRES/OBAMA REVEALED VA,democrat,Employment/Jobs,2012,policy,attack
PRES/OBAMA REVERSE,democrat,Employment/Jobs,2012,policy,promote
PRES/OBAMA SACRED TRUST,democrat,Employment/Jobs,2012,policy,promote
PRES/OBAMA STEEL 120,democrat,Employment/Jobs,2012,personal,attack
PRES/OBAMA STEEL 60,democrat,Employment/Jobs,2012,policy,attack
PRES/OBAMA SUCCEED,democrat,Employment/Jobs,2012,policy,promote
PRES/OBAMA SWISS BANK ACCOUNT,democrat,Employment/Jobs,2012,both,contrast
PRES/OBAMA TABLE 120,democrat,Employment/Jobs,2012,policy,contrast
PRES/OBAMA THAT GUY,democrat,Employment/Jobs,2012,unclear,promote
PRES/OBAMA THE CHEATERS,democrat,Employment/Jobs,2012,policy,attack
PRES/OBAMA THE CHOICE 60,democrat,Employment/Jobs,2012,policy,contrast
PRES/OBAMA THE PROBLEM,democrat,Employment/Jobs,2012,policy,promote
PRES/OBAMA THE QUESTION 60,democrat,Employment/Jobs,2012,policy,contrast
PRES/OBAMA TIRES,democrat,Employment/Jobs,2012,both,contrast
PRES/OBAMA TWO PLANS,democrat,Employment/Jobs,2012,policy,contrast
PRES/OBAMA WE'VE HEARD IT ALL BEFORE 60,democrat,Employment/Jobs,2012,both,attack
PRES/OBAMA WHAT HE SAID,democrat,Employment/Jobs,2012,policy,contrast
PRES/OCDB AMERICA DESERVES BETTER,republican,Employment/Jobs,2012,policy,attack
PRES/OURDESTINY TWO,republican,Employment/Jobs,2012,policy,contrast
PRES/PATRIOT ROMNEY IS BAIN,democrat,Employment/Jobs,2012,personal,attack
PRES/PAUL CONSISTENT 60,republican,Employment/Jobs,2012,policy,contrast
PRES/PAUL CONVICTION NOT COMPROMISE 60,republican,Employment/Jobs,2012,policy,promote
PRES/PAUL PLAN,republican,Employment/Jobs,2012,both,promote
PRES/PAWLENTY THE ONLY CANDIDATE,republican,Employment/Jobs,2012,policy,promote
PRES/PERRY CREATING JOBS,republican,Employment/Jobs,2012,policy,promote
PRES/PERRY CREATING JOBS REV,republican,Employment/Jobs,2012,policy,promote
PRES/PERRY DOER NOT A TALKER,republican,Employment/Jobs,2012,policy,contrast
PRES/PERRY FOREIGN OIL,republican,Employment/Jobs,2012,both,promote
PRES/PERRY OUTSIDER,republican,Employment/Jobs,2012,policy,promote
PRES/PERRY PRESIDENT OF HONOR 60,republican,Employment/Jobs,2012,both,promote
PRES/PERRY PROBLEM SOLUTION,republican,Employment/Jobs,2012,policy,contrast
PRES/PETERFFY AMERICAN DREAM 60,republican,Employment/Jobs,2012,policy,promote
PRES/PRIORITIESUSA BRIEFCASE,democrat,Employment/Jobs,2012,personal,attack
PRES/PRIORITIESUSA HEADS OR TAILS,democrat,Employment/Jobs,2012,both,attack
PRES/PRIORITIESUSA LORIS AND AMPAD,democrat,Employment/Jobs,2012,policy,attack
PRES/PRIORITIESUSA OLIVE,democrat,Employment/Jobs,2012,both,contrast
PRES/PRIORITIESUSA ROMNEY'S WORLD VIEW,democrat,Employment/Jobs,2012,both,attack
PRES/PRIORITIESUSA SAME PROMISES,democrat,Employment/Jobs,2012,personal,attack
PRES/PRIORITIESUSA STAGE 60,democrat,Employment/Jobs,2012,personal,attack
PRES/RESTOREOURFUTURE ANOTHER MONTH,republican,Employment/Jobs,2012,both,attack
PRES/RESTOREOURFUTURE BETTER,republican,Employment/Jobs,2012,policy,attack
PRES/RESTOREOURFUTURE CARE,republican,Employment/Jobs,2012,policy,attack
PRES/RESTOREOURFUTURE DEBATE,republican,Employment/Jobs,2012,policy,contrast
PRES/RESTOREOURFUTURE DISAPPEARING,republican,Employment/Jobs,2012,policy,attack
PRES/RESTOREOURFUTURE DOING FINE,republican,Employment/Jobs,2012,policy,attack
PRES/RESTOREOURFUTURE FLATLINE,republican,Employment/Jobs,2012,policy,attack
PRES/RESTOREOURFUTURE KINDERGARTEN,republican,Employment/Jobs,2012,policy,attack
PRES/RESTOREOURFUTURE NEW NORMAL,republican,Employment/Jobs,2012,policy,attack
PRES/RESTOREOURFUTURE NOW YOU SEE THE PROBLEM,republican,Employment/Jobs,2012,policy,contrast
PRES/RESTOREOURFUTURE RIGHT EXPERIENCE,republican,Employment/Jobs,2012,policy,contrast
PRES/RESTOREOURFUTURE SMALL BUSINESS,republican,Employment/Jobs,2012,both,attack
PRES/RJC BERNIE 60,republican,Employment/Jobs,2012,policy,attack
PRES/RJC MICHAEL,republican,Employment/Jobs,2012,policy,attack
PRES/RJC RENIE,republican,Employment/Jobs,2012,policy,attack
PRES/RNC BIG PLANS,republican,Employment/Jobs,2012,policy,attack
PRES/RNC CHANGE DIRECTION,republican,Employment/Jobs,2012,policy,attack
PRES/RNC CHANGE DIRECTION 3,republican,Employment/Jobs,2012,policy,attack
PRES/RNC CHANGE DIRECTION 4,republican,Employment/Jobs,2012,policy,attack
PRES/RNC CHANGE DIRECTION 60,republican,Employment/Jobs,2012,policy,attack
PRES/RNC GOLDEN,republican,Employment/Jobs,2012,policy,attack
PRES/RNC MAKE A CHANGE,republican,Employment/Jobs,2012,both,attack
PRES/RNC MILLIONS,republican,Employment/Jobs,2012,policy,attack
PRES/RNC RHETORIC VS REALITY,republican,Employment/Jobs,2012,policy,attack
PRES/RNC STATE OF OUR UNION,republican,Employment/Jobs,2012,policy,attack
PRES/RNC WORKED,republican,Employment/Jobs,2012,policy,attack
PRES/RNC&ROMNEY BELIEVE IN OUR FUTURE,republican,Employment/Jobs,2012,both,promote
PRES/RNC&ROMNEY BELIEVE IN OUR FUTURE 60,republican,Employment/Jobs,2012,both,promote
PRES/RNC&ROMNEY BETTER FUTURE SP,republican,Employment/Jobs,2012,policy,attack
PRES/RNC&ROMNEY GRAN LOGRO SP,republican,Employment/Jobs,2012,policy,attack
PRES/RNC&ROMNEY NO PODEMOS MAS SP,republican,Employment/Jobs,2012,policy,attack
PRES/RNC&ROMNEY RIGHT CHOICE,republican,Employment/Jobs,2012,policy,contrast
PRES/RNC&ROMNEY THESE HANDS,republican,Employment/Jobs,2012,policy,attack
PRES/RNC&ROMNEY WORK FOR WELFARE,republican,Employment/Jobs,2012,policy,contrast
PRES/RNC&ROMNEY WORK FOR WELFARE IA,republican,Employment/Jobs,2012,policy,contrast
PRES/ROMNEY 12 MILLION JOBS,republican,Employment/Jobs,2012,policy,promote
PRES/ROMNEY A BETTER DAY,republican,Employment/Jobs,2012,both,promote
PRES/ROMNEY A BETTER DAY SP,republican,Employment/Jobs,2012,policy,promote
PRES/ROMNEY A BETTER FUTURE CO DEFENSE,republican,Employment/Jobs,2012,policy,contrast
PRES/ROMNEY A BETTER FUTURE CO OVERREGULATION,republican,Employment/Jobs,2012,policy,contrast
PRES/ROMNEY A BETTER FUTURE FL DEFENSE,republican,Employment/Jobs,2012,policy,contrast
PRES/ROMNEY A BETTER FUTURE FL HOME VALUES,republican,Employment/Jobs,2012,policy,contrast
PRES/ROMNEY A BETTER FUTURE IA DEFICIT,republican,Employment/Jobs,2012,policy,contrast
PRES/ROMNEY A BETTER FUTURE IA OVERREGULATION,republican,Employment/Jobs,2012,both,contrast
PRES/ROMNEY A BETTER FUTURE NC DEFENSE,republican,Employment/Jobs,2012,policy,contrast
PRES/ROMNEY A BETTER FUTURE NC MANUFACTURING,republican,Employment/Jobs,2012,both,contrast
PRES/ROMNEY A BETTER FUTURE NH,republican,Employment/Jobs,2012,policy,contrast
